Device Name(Line)Sort Descending,Description,Device Type,Device Protocol,Status,Last Registered,Last Active,Unified CM,IPv4 Address
SEP203A07835915,SEP203A07835915,Cisco 8945,SCCP,None,"Jun 29, 2021 12:05:03 AM","Jun 28, 2021 11:58:55 PM",MELCM2,None
SEP203A07836F07,SEP203A07836F07,Cisco 8945,SCCP,Registered,Now,"Mar 14, 2022 10:56:41 PM",cucmsub1.hwle.com.au,10.24.20.144
SEP203A0783CA13,SEP1CE6C79A3371,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:11:10 AM",cucmsub1.hwle.com.au,10.27.20.53
SEP203A0783FFA3,SEP203A0783FFA3,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:35:17 PM",cucmsub1.hwle.com.au,10.23.20.186
SEP20BBC02016B6,SEP20BBC02016B6,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:45:21 AM",cucmpub.hwle.com.au,10.80.20.146
SEP20BBC02016C6,SEP20BBC02016C6,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 8:55:06 AM",cucmpub.hwle.com.au,10.80.20.162
SEP20BBC0201788,SEP20BBC0201788,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 4:00:08 AM",cucmpub.hwle.com.au,10.81.20.150
SEP20BBC02017D6,SEP20BBC02017D6,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 12:28:15 PM",cucmpub.hwle.com.au,10.81.20.190
SEP20BBC02017DC,SEP20BBC02017DC,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:50:10 AM",cucmpub.hwle.com.au,10.80.20.170
SEP20BBC02018AA,SEP20BBC02018AA,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:10:04 AM",cucmpub.hwle.com.au,10.81.20.174
SEP20BBC02018DD,SEP20BBC02018DD,Cisco 8945,SCCP,Registered,Now,"Mar 10, 2022 9:59:58 AM",cucmpub.hwle.com.au,10.81.20.182
SEP20BBC0201995,SEP20BBC0201995,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:37:24 AM",cucmpub.hwle.com.au,10.81.20.153
SEP20BBC020288F,SEP20BBC020288F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:37:04 AM",cucmsub1.hwle.com.au,10.90.20.30
SEP20BBC0205AA6,SEP20BBC0205AA6,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 12:54:27 AM",cucmpub.hwle.com.au,10.36.20.116
SEP20BBC02087E8,SEP20BBC02087E8,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:54:42 AM",cucmpub.hwle.com.au,10.35.20.125
SEP20BBC0209573,SEP20BBC0209573,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 1:17:16 AM",cucmsub1.hwle.com.au,10.46.20.188
SEP20BBC0209793,SEP20BBC0209793,Cisco 8945,SCCP,Registered,Now,"Mar 20, 2022 11:30:02 PM",cucmsub1.hwle.com.au,10.51.20.147
SEP20BBC0209B45,SEP20BBC0209B45,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:13:03 AM",cucmsub1.hwle.com.au,10.44.20.69
SEP20BBC020A3D1,SEP20BBC020A3D1,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:31:07 AM",cucmsub1.hwle.com.au,10.23.20.176
SEP20BBC020A415,SEP20BBC020A415,Cisco 8945,SCCP,Registered,Now,"Jul 4, 2021 2:09:11 AM",cucmsub1.hwle.com.au,10.27.20.66
SEP20BBC020A65B,SEP20BBC020A65B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:05:14 AM",cucmsub1.hwle.com.au,10.21.20.74
SEP20BBC020AB4B,SEP20BBC020AB4B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:11:58 AM",cucmsub1.hwle.com.au,10.61.20.89
SEP20BBC020AC57,SEP20BBC020AC57,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 1:41:06 AM",cucmsub1.hwle.com.au,10.26.20.157
SEP20BBC020ADB3,SEP20BBC020ADB3,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC020AF2F,SEP20BBC020AF2F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:58:56 AM",cucmpub.hwle.com.au,10.34.20.245
SEP20BBC020AFB3,SEP20BBC020AFB3,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:37:37 AM",cucmsub1.hwle.com.au,10.27.20.35
SEP20BBC020B03B,SEP20BBC020B03B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:39:02 AM",cucmsub1.hwle.com.au,10.24.20.216
SEP20BBC020B061,SEP20BBC020B061,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:40:19 AM",cucmsub1.hwle.com.au,10.23.20.183
SEP20BBC020B077,SEP20BBC020B077,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 2:53:45 AM",cucmsub1.hwle.com.au,10.22.20.49
SEP20BBC020B08B,SEP20BBC020B08B,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:58:34 AM",cucmsub1.hwle.com.au,10.21.20.148
SEP20BBC020B0AD,SEP20BBC020B0AD,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:30:37 AM",cucmpub.hwle.com.au,10.34.20.223
SEP20BBC020B0B1,SEP20BBC020B0B1,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC020B0BB,SEP20BBC020B0BB,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:39:56 AM",cucmpub.hwle.com.au,10.34.20.63
SEP20BBC020B0BF,SEP20BBC020B0BF,Cisco 8945,SCCP,Registered,Now,"Apr 9, 2022 2:55:25 AM",cucmpub.hwle.com.au,10.36.20.144
SEP20BBC020B0C9,SEP20BBC020B0C9,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:36:41 AM",cucmpub.hwle.com.au,10.36.20.163
SEP20BBC020B0D3,SEP20BBC020B0D3,Cisco 8945,SCCP,Registered,Now,"Mar 8, 2022 10:51:01 PM",cucmpub.hwle.com.au,10.36.20.123
SEP20BBC020B0D5,SEP20BBC020B0D5,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:20:46 AM",cucmsub1.hwle.com.au,10.50.20.42
SEP20BBC020B0E3,SEP20BBC020B0E3,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 1:30:26 AM",cucmsub1.hwle.com.au,10.20.20.175
SEP20BBC020B11B,SEP20BBC020B11B,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 3:26:18 AM",cucmsub1.hwle.com.au,10.20.20.51
SEP20BBC020B11D,SEP20BBC020B11D,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:37:52 PM",cucmsub1.hwle.com.au,10.34.20.215
SEP20BBC020B14B,SEP20BBC020B14B,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 12:48:30 AM",cucmpub.hwle.com.au,10.36.20.179
SEP20BBC020B15D,SEP20BBC020B15D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:30:39 AM",cucmsub1.hwle.com.au,10.20.20.160
SEP20BBC020B161,SEP20BBC020B161,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:26:38 AM",cucmsub1.hwle.com.au,10.20.20.200
SEP20BBC020B16F,SEP20BBC020B16F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:03:45 AM",cucmsub1.hwle.com.au,10.23.20.44
SEP20BBC020B17F,SEP20BBC020B17F,Cisco 8945,SCCP,Registered,Now,"Jul 21, 2021 8:45:32 AM",cucmpub.hwle.com.au,10.36.20.107
SEP20BBC020B185,SEP20BBC020B185,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 3:04:29 AM",cucmsub1.hwle.com.au,10.22.20.37
SEP20BBC020B18D,SEP20BBC020B18D,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC020B191,SEP20BBC020B191,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 9:09:26 AM",cucmsub1.hwle.com.au,10.20.20.45
SEP20BBC020B1A5,SEP20BBC020B1A5,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:52:05 AM",cucmsub1.hwle.com.au,10.23.20.154
SEP20BBC020B1A7,SEP20BBC020B1A7,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:03:33 AM",cucmsub1.hwle.com.au,10.27.20.168
SEP20BBC020B1B1,SEP20BBC020B1B1,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:52:53 AM",cucmsub1.hwle.com.au,10.21.20.98
SEP20BBC020B1C1,SEP20BBC020B1C1,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 4:41:18 AM",cucmsub1.hwle.com.au,10.26.20.173
SEP20BBC020B287,SEP20BBC020B287,Cisco 8945,SCCP,Registered,Now,"Dec 7, 2021 1:23:05 AM",cucmsub1.hwle.com.au,10.22.20.30
SEP20BBC020B2F7,SEP20BBC020B2F7,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:16:30 AM",cucmsub1.hwle.com.au,10.61.20.98
SEP20BBC020B315,SEP8478ACEDF42D,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:15:30 AM",cucmsub1.hwle.com.au,10.61.20.94
SEP20BBC020B4B7,SEP20BBC020B4B7,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:01:45 AM",cucmsub1.hwle.com.au,10.45.20.72
SEP20BBC020B543,SEP20BBC020B543,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:51:16 AM",cucmsub1.hwle.com.au,10.26.20.193
SEP20BBC020B619,SEP20BBC020B619,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 12:42:39 AM",cucmsub1.hwle.com.au,10.23.20.49
SEP20BBC020B61B,SEP20BBC020B61B,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 1:14:52 AM",cucmsub1.hwle.com.au,10.21.20.31
SEP20BBC020B62B,SEP20BBC020B62B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:09:07 AM",cucmsub1.hwle.com.au,10.21.20.107
SEP20BBC020B62F,SEP20BBC020B62F,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 7:02:23 AM",cucmpub.hwle.com.au,10.35.20.143
SEP20BBC020B883,SEP20BBC020B883,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:13:56 AM",cucmsub1.hwle.com.au,10.45.20.163
SEP20BBC020B8B9,SEP20BBC020B8B9,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:27:13 AM",cucmsub1.hwle.com.au,10.90.20.32
SEP20BBC020B987,SEP20BBC020B987,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:42:04 AM",cucmsub1.hwle.com.au,10.44.20.54
SEP20BBC020BA8B,SEP20BBC020BA8B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:47:53 AM",cucmsub1.hwle.com.au,10.44.20.57
SEP20BBC020BC09,SEP20BBC020BC09,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:33:53 AM",cucmsub1.hwle.com.au,10.44.20.53
SEP20BBC021E747,SEP20BBC021E747,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC0DF282D,SEP20BBC0DF282D,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 5:37:20 AM",cucmpub.hwle.com.au,10.36.20.93
SEP20BBC0DF28BB,SEP20BBC0DF28BB,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:08:44 PM",cucmpub.hwle.com.au,10.34.20.186
SEP20BBC0DF2901,SEP20BBC0DF2901,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 2:46:55 AM",cucmpub.hwle.com.au,10.36.20.207
SEP20BBC0DF2B0D,SEP20BBC0DF2B0D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:23:58 AM",cucmpub.hwle.com.au,10.36.20.168
SEP20BBC0DF962B,SEP20BBC0DF962B,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:39:49 AM",cucmsub1.hwle.com.au,10.79.20.46
SEP20BBC0DF992E,SEP20BBC0DF992E,Cisco 8945,SCCP,Registered,Now,"Feb 24, 2022 12:54:17 AM",cucmpub.hwle.com.au,10.36.20.124
SEP20BBC0DF9A14,SEP20BBC0DF9A14,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:18:44 AM",cucmsub1.hwle.com.au,10.44.20.141
SEP20BBC0DF9B52,SEP20BBC0DF9B52,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:28:17 PM",cucmsub1.hwle.com.au,10.79.20.149
SEP20BBC0DF9E08,SEP20BBC0DF9E08,Cisco 8945,SCCP,Registered,Now,"Mar 8, 2022 5:31:01 AM",cucmsub1.hwle.com.au,10.79.20.158
SEP20BBC0DF9F2C,SEP20BBC0DF9F2C,Cisco 8945,SCCP,Registered,Now,"Mar 24, 2022 5:23:14 AM",cucmsub1.hwle.com.au,10.51.20.81
SEP20BBC0DF9FE6,SEP20BBC0DF9FE6,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 5:52:27 AM",cucmsub1.hwle.com.au,10.79.20.41
SEP20BBC0DFA046,SEP20BBC0DFA046,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 1:46:48 AM",cucmpub.hwle.com.au,10.35.20.121
SEP20BBC0DFA04E,SEP20BBC0DFA04E,Cisco 8945,SCCP,Registered,Now,"Feb 21, 2022 4:16:20 AM",cucmsub1.hwle.com.au,10.51.20.68
SEP20BBC0DFA090,SEP20BBC0DFA090,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:12:07 AM",cucmsub1.hwle.com.au,10.51.20.175
SEP20BBC0DFBC9B,SEP20BBC0DFBC9B,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:13:15 AM",cucmsub1.hwle.com.au,10.50.20.157
SEP20BBC0DFBDD9,SEP20BBC0DFBDD9,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 1:38:35 AM",cucmpub.hwle.com.au,10.35.20.174
SEP20BBC0DFC323,SEP20BBC0DFC323,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:16:23 AM",cucmsub1.hwle.com.au,10.51.20.163
SEP20BBC0DFC329,SEP20BBC0DFC329,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 1:11:46 AM",cucmsub1.hwle.com.au,10.51.20.156
SEP20BBC0DFC34F,SEP20BBC0DFC34F,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:35:20 AM",cucmsub1.hwle.com.au,10.20.20.178
SEP20BBC0DFC375,SEP20BBC0DFC375,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:28:21 AM",cucmsub1.hwle.com.au,10.50.20.141
SEP20BBC0DFC383,SEP20BBC0DFC383,Cisco 8945,SCCP,Registered,Now,"Feb 24, 2022 11:19:14 PM",cucmpub.hwle.com.au,10.34.20.208
SEP20BBC0DFC387,SEP20BBC0DFC387,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC0DFC39F,SEP20BBC0DFC39F,Cisco 8945,SCCP,Registered,Now,"Feb 24, 2022 2:09:20 AM",cucmsub1.hwle.com.au,10.46.20.184
SEP20BBC0DFC3B1,SEP20BBC0DFC3B1,Cisco 8945,SCCP,None,Never,,,None
SEP20BBC0DFC423,SEP20BBC0DFC423,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:29:28 AM",cucmsub1.hwle.com.au,10.50.20.163
SEP30F70D9E89A2,SEP30F70D9E89A2,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 11:46:42 PM",cucmsub1.hwle.com.au,10.27.20.76
SEP30F70D9EAB66,SEP30F70D9EAB66,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 7:06:00 AM",cucmpub.hwle.com.au,10.35.20.195
SEP31E950CA00E4,SEPDCA5F43E8397,Cisco 8945,SCCP,None,Never,,,None
SEP503DE57D7C16,SEP503DE57D7C16,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:09:04 AM",cucmsub1.hwle.com.au,10.51.20.146
SEP503DE57D7DEC,SEP503DE57D7DEC,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 12:00:12 AM",cucmpub.hwle.com.au,10.35.20.132
SEP503DE57D7E48,SEP503DE57D7E48,Cisco 8945,SCCP,Registered,Now,"Dec 16, 2021 1:34:56 PM",cucmpub.hwle.com.au,10.80.20.79
SEP503DE57D8304,SEP503DE57D8304,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 12:33:54 AM",cucmpub.hwle.com.au,10.36.20.156
SEP503DE57D8986,SEP1CE6C79A15C3,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:54:59 AM",cucmsub1.hwle.com.au,10.26.20.175
SEP503DE57D8ACA,SEP1CE6C79A310F,Cisco 8945,SCCP,None,Never,,,None
SEP5057A887882E,SEP5057A887882E,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:28:23 AM",cucmsub1.hwle.com.au,10.46.20.155
SEP5057A887890A,SEP5057A887890A,Cisco 8945,SCCP,None,Never,,,None
SEP5067AE24B4AB,SEP5067AE24B4AB,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:36:54 AM",cucmsub1.hwle.com.au,10.61.20.217
SEP5067AE24BF3B,SEP5067AE24BF3B,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 6:19:27 AM",cucmsub1.hwle.com.au,10.61.20.202
SEP5067AE24C4D9,SEP5067AE24C4D9,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.196
SEP5067AE24C52D,SEP5067AE24C52D,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 12:17:43 AM",cucmsub1.hwle.com.au,10.61.20.70
SEP5067AE24C817,SEP5067AE24C817,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:14:59 AM",cucmsub1.hwle.com.au,10.61.20.66
SEP5067AE24C9BD,SEP5067AE24C9BD,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 10:16:23 PM",cucmpub.hwle.com.au,10.34.20.166
SEP5067AE24CAB5,SEP5067AE24CAB5,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.186
SEP5067AE24DA05,SEP5067AE24DA05,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 11:57:13 PM",cucmsub1.hwle.com.au,10.21.20.189
SEP5067AE252171,SEP5067AE252171,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:53:38 AM",cucmsub1.hwle.com.au,10.22.20.154
SEP580A20FA9163,SEP580A20FA9163,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:04:51 AM",cucmpub.hwle.com.au,10.81.20.191
SEP580A20FAC22D,SEP580A20FAC22D,Cisco 8945,SCCP,Registered,Now,"Dec 7, 2021 8:17:06 AM",cucmpub.hwle.com.au,10.81.20.156
SEP580A20FADDEF,SEP580A20FADDEF,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:55:41 AM",cucmpub.hwle.com.au,10.80.20.173
SEP580A20FADDFF,SEP580A20FADDFF,Cisco 8945,SCCP,Registered,Now,"Mar 28, 2022 6:29:31 AM",cucmpub.hwle.com.au,10.34.20.241
SEP580A20FADE43,SEP580A20FADE43,Cisco 8945,SCCP,Registered,Now,"Mar 1, 2022 1:47:04 AM",cucmpub.hwle.com.au,10.80.20.163
SEP580A20FADE65,SEP580A20FADE65,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 3:17:51 AM",cucmpub.hwle.com.au,10.36.20.188
SEP580A20FADFD5,SEP580A20FADFD5,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:40:43 AM",cucmpub.hwle.com.au,10.80.20.152
SEP580A20FAE007,SEP580A20FAE007,Cisco 8945,SCCP,None,"Mar 7, 2022 7:48:17 PM","Feb 23, 2022 5:06:51 AM",cucmsub1,None
SEP580A20FAE051,SEP580A20FAE051,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:23:59 AM",cucmsub1.hwle.com.au,10.44.20.80
SEP580A20FAE081,SEP580A20FAE081,Cisco 8945,SCCP,None,"Nov 8, 2021 3:40:29 PM","Oct 18, 2021 8:47:07 AM",cucmpub,None
SEP580A20FAE09B,SEP580A20FAE09B,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 12:30:52 AM",cucmsub1.hwle.com.au,10.46.20.166
SEP580A20FAE09F,SEP580A20FAE09F,Cisco 8945,SCCP,Registered,Now,"Mar 31, 2022 4:09:23 AM",cucmpub.hwle.com.au,10.36.20.115
SEP580A20FAE0CB,SEP580A20FAE0CB,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:44:14 AM",cucmpub.hwle.com.au,10.35.20.149
SEP580A20FAF255,SEP580A20FAF255,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 4:17:16 AM",cucmsub1.hwle.com.au,10.45.20.201
SEP580A20FAF271,SEP580A20FAF271,Cisco 8945,SCCP,Registered,Now,"Mar 30, 2022 8:41:35 AM",cucmsub1.hwle.com.au,10.44.20.66
SEP58AC784D3932,SEP58AC784D3932,Cisco 8945,SCCP,Registered,Now,"Apr 10, 2022 11:13:29 PM",cucmsub1.hwle.com.au,10.61.20.206
SEP58AC784D39E4,SEP58AC784D39E4,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.194
SEP58AC784D3A2A,SEP58AC784D3A2A,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 6:54:24 AM",cucmsub1.hwle.com.au,10.61.20.215
SEP58AC784D48F6,SEP58AC784D48F6,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.185
SEP58AC784D4926,SEP58AC784D4926,Cisco 8945,SCCP,Registered,Now,"Apr 1, 2022 5:43:01 AM",cucmpub.hwle.com.au,10.35.20.171
SEP58AC784D4A06,SEP64E950CA4F18,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:19:23 AM",cucmpub.hwle.com.au,10.35.20.167
SEP58AC784D4A1A,SEP58AC784D4A1A,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 7:44:19 AM",cucmpub.hwle.com.au,10.35.20.163
SEP58AC784D4A28,SEP58AC784D4A28,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.195
SEP58AC784D4A4A,SEP58AC784D4A4A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 2:06:21 AM",cucmpub.hwle.com.au,10.35.20.192
SEP58AC784D4A68,SEP58AC784D4A68,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.192
SEP58AC784D4A86,SEP58AC784D4A86,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 4:32:31 AM",cucmsub1.hwle.com.au,10.61.20.209
SEP58AC784D4A8A,SEP58AC784D4A8A,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:39:50 AM",cucmsub1.hwle.com.au,10.61.20.207
SEP58AC784D4A94,SEP58AC784D4A94,Cisco 8945,SCCP,Registered,Now,"Mar 16, 2022 3:27:14 AM",cucmsub1.hwle.com.au,10.61.20.220
SEP58AC784D4A9C,SEP58AC784D4A9C,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.189
SEP58AC784D515A,SEP58AC784D515A,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 11:47:35 PM",cucmpub.hwle.com.au,10.35.20.169
SEP58AC784D519A,SEP58AC784D519A,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.203
SEP58AC784D51FA,SEP58AC784D51FA,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 1:26:18 AM",cucmpub.hwle.com.au,10.36.20.212
SEP58AC784D5204,SEP58AC784D5204,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:48:39 AM",cucmpub.hwle.com.au,10.35.20.168
SEP58AC784D520C,SEP58AC784D520C,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:11:48 AM",cucmsub1.hwle.com.au,10.61.20.216
SEP58AC784D5272,SEP58AC784D5272,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.193
SEP58AC784D528C,SEP58AC784D528C,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.191
SEP58AC784D529E,SEP58AC784D529E,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.197
SEP58AC784D589A,SEP58AC784D589A,Cisco 8945,SCCP,Registered,Now,"Apr 4, 2022 10:49:45 PM",cucmsub1.hwle.com.au,10.61.20.62
SEP58AC784D58AA,SEP58AC784D58AA,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 11:13:32 PM",cucmsub1.hwle.com.au,10.61.20.161
SEP5CA48AFE45CB,SEP5CA48AFE45CB,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 5:46:29 AM",cucmsub1.hwle.com.au,10.46.20.167
SEP5CA48AFE6BB4,SEP5CA48AFE6BB4,Cisco 8945,SCCP,Registered,Now,"Mar 25, 2022 4:31:50 AM",cucmpub.hwle.com.au,10.36.20.200
SEP5CA48AFE6CFC,SEP1CE6C79A2D17,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 5:41:05 AM",cucmsub1.hwle.com.au,10.61.20.95
SEP5CA48AFE6D08,SEP5CA48AFE6D08,Cisco 8945,SCCP,Registered,Now,"Dec 17, 2021 12:27:00 AM",cucmsub1.hwle.com.au,10.22.20.65
SEP5CA48AFE6D10,SEP5CA48AFE6D10,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:54:36 AM",cucmpub.hwle.com.au,10.34.20.158
SEP5CA48AFE6DF4,SEP5CA48AFE6DF4,Cisco 8945,SCCP,Registered,Now,"Apr 6, 2022 4:25:32 AM",cucmpub.hwle.com.au,10.36.20.141
SEP5CA48AFE6E06,SEP5CA48AFE6E06,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 9:37:57 AM",cucmpub.hwle.com.au,10.34.20.177
SEP5CA48AFE6E1A,SEP5CA48AFE6E1A,Cisco 8945,SCCP,Registered,Now,"Apr 7, 2022 10:51:11 PM",cucmpub.hwle.com.au,10.34.20.217
SEP5CA48AFE6EAA,SEP5CA48AFE6EAA,Cisco 8945,SCCP,None,Never,,,None
SEP5CA48AFE6EFE,SEP5CA48AFE6EFE,Cisco 8945,SCCP,Registered,Now,"Mar 29, 2022 2:04:23 AM",cucmpub.hwle.com.au,10.35.20.176
SEP5CA48AFE6F70,SEP5CA48AFE6F70,Cisco 8945,SCCP,Registered,Now,"Apr 5, 2022 5:12:27 AM",cucmpub.hwle.com.au,10.35.20.189
SEP5CA48AFE7A69,SEP5CA48AFE7A69,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 6:08:33 AM",cucmsub1.hwle.com.au,10.46.20.156
SEP5CA48AFE7AAD,SEP5CA48AFE7AAD,Cisco 8945,SCCP,Registered,Now,"Apr 8, 2022 7:21:09 AM",cucmsub1.hwle.com.au,10.22.20.39
